term;type;url
"forgetting";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b908"
"form perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a398"
"framing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b636"
"frustration";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b695"
"functional fixedness";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a3a4"
"gaze";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a3d2"
"generalization";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a3ea"
"generic knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a3f6"
"gestalt";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a402"
"Gestalt grouping";"concept";"http://www.cognitiveatlas.org/id/trm_4fb3f4d58aeb0"
"global precedence";"concept";"http://www.cognitiveatlas.org/id/trm_5021873f37abc"
"goal";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a419"
"goal formation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a425"
"goal maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a431"
"goal management";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a43c"
"goal selection";"concept";"http://www.cognitiveatlas.org/id/trm_5519b5f181edd"
"goal state";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a448"
"grammatical encoding";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b756"
"grapheme";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b76e"
"graphemic buffer";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b779"
"grief";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b6a1"
"guilt";"concept";"http://www.cognitiveatlas.org/id/trm_52583d9f2ad98"
"gustation processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b9e9"
"gustatory learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a460"
"gustatory memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a46b"
"gustatory perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a477"
"habit";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a483"
"habit learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a48e"
"habit memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a49a"
"hallucination";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a4a6"
"happiness";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b6ad"
"hedonism";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a4b2"
"heuristic search";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a4be"
"high energy density food recognition";"concept";"http://www.cognitiveatlas.org/id/trm_55c298bbe56d5"
"hill climbing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a4c9"
"humiliation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a4e1"
"humor";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a4ed"
"hyperactivity";"concept";"http://www.cognitiveatlas.org/id/trm_523c7c13bc55f"
"iconic memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a4f9"
"illocutionary force";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b7b5"
"imageability";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a504"
"imagery";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a510"
"imagination";"concept";"http://www.cognitiveatlas.org/id/trm_4f4511e519b53"
"implicit knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a51c"
"implicit learning";"concept";"http://www.cognitiveatlas.org/id/trm_565bce2791089"
"implicit learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a527"
"implicit memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a533"
"imprinting";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a53f"
"impulsivity";"concept";"http://www.cognitiveatlas.org/id/trm_50070dce14554"
"Inappropriate speech";"concept";"http://www.cognitiveatlas.org/id/trm_523c7c886b614"
"inattention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a54b"
"inattentional blindness";"concept";"http://www.cognitiveatlas.org/id/trm_4fe3861edc919"
"incidental learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a556"
"incubation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a562"
"indignation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a56e"
"induction";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a579"
"inductive reasoning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a590"
"inference";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a5ed"
"inhibition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a613"
"inhibition of return";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a61f"
"insight";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a62b"
"instinct";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a637"
"instrumental conditioning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a642"
"instrumental learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a64e"
"integration";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a65a"
"intelligence";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a666"
"intention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a67d"
"intentional forgetting";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a689"
"intentional learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a695"
"intentionality";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6a1"
"interference";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6ad"
"Interference Control";"concept";"http://www.cognitiveatlas.org/id/trm_551f11bb8f6a8"
"interference resolution";"concept";"http://www.cognitiveatlas.org/id/trm_4c3e04d656f06"
"intermediate term memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6b9"
"internal speech";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6c5"
"internalizing";"concept";"http://www.cognitiveatlas.org/id/trm_523ca7e778c50"
"interoception";"concept";"http://www.cognitiveatlas.org/id/trm_4fe39e4388409"
"interoceptive representation";"concept";"http://www.cognitiveatlas.org/id/trm_4e5506161998c"
"interrogative";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6d0"
"intertemporal choice";"concept";"http://www.cognitiveatlas.org/id/trm_558c73324a6ca"
"intonation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6dc"
"intrinsic motivation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6e8"
"introspection";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a6f4"
"involuntary attention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a700"
"irony";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a70b"
"irritability";"concept";"http://www.cognitiveatlas.org/id/trm_523c7afe39f78"
"joint attention";"concept";"http://www.cognitiveatlas.org/id/trm_4b75ed06c917d"
"judgment";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a723"
"kinaesthetic representation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a72e"
"kindness priming";"concept";"http://www.cognitiveatlas.org/id/trm_5521a6bc4db33"
"kinesthesia";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a73a"
"knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a746"
"language";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a769"
"language acquisition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b7f4"
"language comprehension";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a775"
"language learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a781"
"language processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b802"
"language production";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a78d"
"lateral masking";"concept";"http://www.cognitiveatlas.org/id/trm_502bdc6bdaa2b"
"learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a7bb"
"left finger response execution";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b92c1fd76"
"left hand response execution";"concept";"http://www.cognitiveatlas.org/id/trm_558c7b707f606"
"left toe response execution";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b96e77df6"
"lemma";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a7c7"
"lethargy";"concept";"http://www.cognitiveatlas.org/id/trm_523c7ba79c2f1"
"lexeme";"concept";"http://www.cognitiveatlas.org/id/trm_502c343d20523"
"lexical access";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b80f"
"lexical ambiguity";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b81b"
"lexical encoding";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a7d4"
"lexical processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b826"
"lexical retrieval";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a7e0"
"lexicon";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a7ec"
"life satisfaction";"concept";"http://www.cognitiveatlas.org/id/trm_50f3c0af04e37"
"Limited Capacity";"concept";"http://www.cognitiveatlas.org/id/trm_551f0f822d95e"
"linguistic competence";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a7f8"
"listening";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a803"
"localization";"concept";"http://www.cognitiveatlas.org/id/trm_5521a0512df9a"
"Locomotion";"concept";"http://www.cognitiveatlas.org/id/trm_50eb692db57eb"
"logic";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a80f"
"logical reasoning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a81b"
"loneliness";"concept";"http://www.cognitiveatlas.org/id/trm_529d0d62290de"
"long term memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a833"
"loss";"concept";"http://www.cognitiveatlas.org/id/trm_5159c80c1dd24"
"loss anticipation";"concept";"http://www.cognitiveatlas.org/id/trm_557b48a224b95"
"loss aversion";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a83f"
"lying";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a84a"
"maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba30"
"manipulation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba3c"
"mathematical reasoning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a862"
"meaning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a86e"
"mechanical reasoning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a87a"
"melody";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a886"
"memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a891"
"memory acquisition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b914"
"memory consolidation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b920"
"memory decay";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b92c"
"memory retrieval";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba01"
"memory storage";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b938"
"memory trace";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b943"
"mental arithmetic";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a8ed"
"mental imagery";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a8fc"
"mental representation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a908"
"mental rotation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a914"
"metacognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a920"
"metacognitive skill";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a92b"
"metacomprehension";"concept";"http://www.cognitiveatlas.org/id/trm_4d7fc763cf777"
"metamemory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b94f"
"metaphor";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a937"
"misattribution";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a943"
"monetary reward prediction error";"concept";"http://www.cognitiveatlas.org/id/trm_559f0a5b4cd36"
"monitoring";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a94f"
"mood";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a95a"
"morphological processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b832"
"morphology";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b83e"
"motion aftereffect";"concept";"http://www.cognitiveatlas.org/id/trm_4fea25630ffb5"
"motion detection";"concept";"http://www.cognitiveatlas.org/id/trm_557b48aeb7d58"
"motor control";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a972"
"motor learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a995"
"motor planning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a9a1"
"motor program";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a9ad"
"motor sequence learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a9b9"
"movement";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a9c4"
"multisensory";"concept";"http://www.cognitiveatlas.org/id/trm_4e31d3ba7d25b"
"multisensory integration";"concept";"http://www.cognitiveatlas.org/id/trm_4e31ced566649"
"multistable perception";"concept";"http://www.cognitiveatlas.org/id/trm_502abeab4e1d8"
"naming";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a9dc"
"narrative";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0a9e8"
"navigation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa00"
"negative emotion";"concept";"http://www.cognitiveatlas.org/id/trm_557b48d40d3cf"
"negative feedback processing";"concept";"http://www.cognitiveatlas.org/id/trm_557b48e337218"
"negative priming";"concept";"http://www.cognitiveatlas.org/id/trm_5521a7a1376ed"
"neologism";"concept";"http://www.cognitiveatlas.org/id/trm_4d7fa2df05f23"
"neuroplasticity";"concept";"http://www.cognitiveatlas.org/id/trm_51a690eeadcb7"
"nociception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa0c"
"noesis";"concept";"http://www.cognitiveatlas.org/id/trm_4ffdc96dc85b7"
"noise sensitivity";"concept";"http://www.cognitiveatlas.org/id/trm_525d8f3ed78a2"
"nondeclarative knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa23"
"nondeclarative memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa2f"
"novelty detection";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa47"
"numerical comparison";"concept";"http://www.cognitiveatlas.org/id/trm_5678a999f1c19"
"numerical scale judgment";"concept";"http://www.cognitiveatlas.org/id/trm_557b48f22ba99"
"object categorization";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa5e"
"object centered representation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa6a"
"object detection";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa76"
"object maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_557b4904ee26d"
"object manipulation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aa8d"
"object perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aaa4"
"object recognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aab0"
"Object-based attention";"concept";"http://www.cognitiveatlas.org/id/trm_552185f5cda66"
"obsession";"concept";"http://www.cognitiveatlas.org/id/trm_523e0419ec219"
"oddball detection";"concept";"http://www.cognitiveatlas.org/id/trm_557b491318742"
"offensive (proactive) aggression";"concept";"http://www.cognitiveatlas.org/id/trm_5159c8a5d3d13"
"olfaction";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aabc"
"olfactory perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aac8"
"openness";"concept";"http://www.cognitiveatlas.org/id/trm_523f5f918cb2c"
"optical illusion";"concept";"http://www.cognitiveatlas.org/id/trm_4fb2c38960950"
"orthographic lexicon";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aad4"
"orthography";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b84a"
"overt attention";"concept";"http://www.cognitiveatlas.org/id/trm_4feb3f8c551cb"
"overt naming";"concept";"http://www.cognitiveatlas.org/id/trm_558c74b165bb1"
"pain";"concept";"http://www.cognitiveatlas.org/id/trm_4b65259eeee34"
"pain habituation";"concept";"http://www.cognitiveatlas.org/id/trm_4e6127bd91be9"
"pain sensitization ";"concept";"http://www.cognitiveatlas.org/id/trm_4e61264db33d4"
"paranoia";"concept";"http://www.cognitiveatlas.org/id/trm_52405e33adafa"
"paraphasia";"concept";"http://www.cognitiveatlas.org/id/trm_4d7fa1a3e2a10"
"parsing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab42"
"passive attention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab4d"
"past tense";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab59"
"pattern maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_557b49206928b"
"pattern recognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab65"
"pavlovian conditioning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab70"
"perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab7c"
"perceptual binding";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab88"
"perceptual categorization";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab93"
"perceptual fluency";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ab9f"
"perceptual identification";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0abaa"
"perceptual learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0abb6"
"perceptual priming";"concept";"http://www.cognitiveatlas.org/id/trm_5519ba1746e95"
"perceptual similarity";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0abc1"
"perceptual skill";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0abcd"
"perfectionism";"concept";"http://www.cognitiveatlas.org/id/trm_525c58f9aabae"
"performance monitoring";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ac30"
"phonation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ac4a"
"phonemic paraphasia";"concept";"http://www.cognitiveatlas.org/id/trm_4d7fa1ee2f870"
"phonetics";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b862"
"phonological assembly";"concept";"http://www.cognitiveatlas.org/id/trm_558c74156b7ee"
"phonological awareness";"concept";"http://www.cognitiveatlas.org/id/trm_5240fddc2e43e"
"phonological buffer";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ac61"
"phonological code";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ac7a"
"phonological comparison";"concept";"http://www.cognitiveatlas.org/id/trm_558c73b3663a6"
"phonological encoding";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ac87"
"phonological loop";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba48"
"phonological processing";"concept";"http://www.cognitiveatlas.org/id/trm_52b5f1ef4f9cc"
"phonological retrieval";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ac93"
"phonological working memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ac9e"
"phototransduction";"concept";"http://www.cognitiveatlas.org/id/trm_5029751d118c4"
"place maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_557b493133416"
"planning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0acc1"
"positive feedback processing";"concept";"http://www.cognitiveatlas.org/id/trm_557b493e4203a"
"positive priming";"concept";"http://www.cognitiveatlas.org/id/trm_5521a3da10349"
"potential monetary loss";"concept";"http://www.cognitiveatlas.org/id/trm_557b494ca540d"
"potential monetary reward";"concept";"http://www.cognitiveatlas.org/id/trm_557b495cdde57"
"pragmatic inference";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ad12"
"pragmatic knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ad1d"
"pragmatic reasoning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ad29"
"preattentive processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ad41"
"preconscious perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ad4c"
"prejudice";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ad64"
"primary memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ad94"
"priming";"concept";"http://www.cognitiveatlas.org/id/trm_4e89aebaa311d"
"proactive control";"concept";"http://www.cognitiveatlas.org/id/trm_557b49851e991"
"proactive interference";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0adab"
"problem solving";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0adb7"
"procedural knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0adc3"
"procedural learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0adcf"
"procedural memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0addc"
"procedural rule";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ade8"
"processing capacity";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0adf4"
"processing stage";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae00"
"Production of non-facial communication";"concept";"http://www.cognitiveatlas.org/id/trm_5154b23a3156a"
"Productive facial communication";"concept";"http://www.cognitiveatlas.org/id/trm_5154aa9735134"
"pronunciation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae17"
"proper noun";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae2b"
"proprioception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae3d"
"prosodic stress";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae58"
"prosody";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae64"
"prospective memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae70"
"prospective planning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae7b"
"prototype";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ae87"
"psychological refractory period";"concept";"http://www.cognitiveatlas.org/id/trm_4ffca95528c88"
"psychosis";"concept";"http://www.cognitiveatlas.org/id/trm_52405de6b7a63"
"punishment processing";"concept";"http://www.cognitiveatlas.org/id/trm_5534111a8bc96"
"quantitative skill";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aeaa"
"reading";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aeb6"
"reasoning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aec1"
"recall";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b95b"
"reception of facial communication";"concept";"http://www.cognitiveatlas.org/id/trm_5154a9f45903f"
"Reception of non-facial communication";"concept";"http://www.cognitiveatlas.org/id/trm_5154b049c279f"
"recognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b967"
"reconsolidation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b972"
"regret";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aecd"
"rehearsal";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba54"
"rehearsal loop";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba60"
"reinforcement learning";"concept";"http://www.cognitiveatlas.org/id/trm_557b4993a0fdd"
"reinstatement";"concept";"http://www.cognitiveatlas.org/id/trm_502403240a2a2"
"relational comparison";"concept";"http://www.cognitiveatlas.org/id/trm_555cfb890d721"
"relational learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aed8"
"remote memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aee4"
"Repetition priming";"concept";"http://www.cognitiveatlas.org/id/trm_5521a45a397a6"
"representation";"concept";"http://www.cognitiveatlas.org/id/trm_5519b384d446c"
"repressed memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aeef"
"resistance to distractor inference";"concept";"http://www.cognitiveatlas.org/id/trm_557b499fac085"
"resource";"concept";"http://www.cognitiveatlas.org/id/trm_4f3a72a028d90"
"resource limit";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0af4c"
"resource sharing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0af5a"
"response bias";"concept";"http://www.cognitiveatlas.org/id/trm_559f0a129c136"
"response conflict";"concept";"http://www.cognitiveatlas.org/id/trm_557b49ad14adf"
"response execution";"concept";"http://www.cognitiveatlas.org/id/trm_557b4a7315f1b"
"response inhibition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0af66"
"Response priming";"concept";"http://www.cognitiveatlas.org/id/trm_5521a663cd89c"
"response selection";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0af71"
"restricted behavior";"concept";"http://www.cognitiveatlas.org/id/trm_52068e5bd9aa1"
"retention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0af7d"
"retrieval";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0af94"
"retrieval cue";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0afa0"
"retroactive interference";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0afab"
"reward anticipation";"concept";"http://www.cognitiveatlas.org/id/trm_557b4a81a4a17"
"reward learning";"concept";"http://www.cognitiveatlas.org/id/trm_5159cb12a0f92"
"reward processing";"concept";"http://www.cognitiveatlas.org/id/trm_4b6525253c63f"
"reward valuation";"concept";"http://www.cognitiveatlas.org/id/trm_5159c94667677"
"rhythm";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0afc3"
"right finger response execution";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b910b4b23"
"right hand response execution";"concept";"http://www.cognitiveatlas.org/id/trm_558c7b337080f"
"right toe response execution";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b952c1b4c"
"rigidity";"concept";"http://www.cognitiveatlas.org/id/trm_523e0a4b443dc"
"risk";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0afcf"
"risk aversion";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b642"
"risk aversion";"concept";"http://www.cognitiveatlas.org/id/trm_55ce71c47f37b"
"risk processing";"concept";"http://www.cognitiveatlas.org/id/trm_557b4a913f8cc"
